1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.050000000000000000e+02
2.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 8.280000000000000000e+02
3.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 7.650000000000000000e+02
4.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.128000000000000000e+03
5.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.272000000000000000e+03
6.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.486000000000000000e+03
7.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.113000000000000000e+03
8.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.354000000000000000e+03
9.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.186000000000000000e+03
1.000000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.633000000000000000e+03
1.100000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.669000000000000000e+03
1.200000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.348000000000000000e+03
1.300000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.189000000000000000e+03
1.400000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.321000000000000000e+03
1.500000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.737000000000000000e+03
1.600000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.125000000000000000e+03
1.700000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.268000000000000000e+03
1.800000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 5.396000000000000000e+03
1.900000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.999000000000000000e+03
2.000000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 5.473000000000000000e+03
1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.870000000000000000e+02
1.000000000000000000e+02 2.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 5.780000000000000000e+02
1.000000000000000000e+02 3.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 8.310000000000000000e+02
1.000000000000000000e+02 4.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.038000000000000000e+03
1.000000000000000000e+02 5.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.053000000000000000e+03
1.000000000000000000e+02 6.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.295000000000000000e+03
1.000000000000000000e+02 7.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.500000000000000000e+03
1.000000000000000000e+02 8.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.644000000000000000e+03
1.000000000000000000e+02 9.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.726000000000000000e+03
1.000000000000000000e+02 1.000000000000000000e+03 1.000000000000000000e+03 1.200000000000000000e+01 1.940000000000000000e+03
1.000000000000000000e+02 1.100000000000000000e+03 1.000000000000000000e+03 1.200000000000000000e+01 2.264000000000000000e+03
1.000000000000000000e+02 1.200000000000000000e+03 1.000000000000000000e+03 1.200000000000000000e+01 1.823000000000000000e+03
